running test Test_08/11 - random = 585Test_08, 10, -23;-1;-21;0;-235;-237;-218;-188;0;0;-198;-229;-237;0;-140;-44;-181;0;-233;-227;0;-196;0;-231;-17;-194;0;-24;0;0;-226;-207;-148;-168;-204;-227;-239;-173;-222;0;0;0;0;0;-181;-202;0;0;-157;-230;0;0;0;0;-219;-223;0;0;-251;0;-17;0;0;0;-279;-251;-71;-50;-192;-230;0;-176;0;-83;-76;-191;-229;0;0;-12;
running test Test_08/12 - random = 463Test_08, 11, 0;0;0;-237;0;-422;0;-307;0;-303;-317;-379;0;-28;-275;-269;-252;-323;0;-361;0;0;-329;-235;-302;0;-293;0;-359;0;0;0;0;-397;0;0;0;0;-455;0;-406;-398;-355;-439;-15;-33;0;0;-20;-339;-65;-355;0;-318;-338;-264;-248;0;0;0;-420;-398;-39;-304;0;0;-411;-416;-144;-6;-265;-465;-338;0;-296;0;-259;-227;-428;-419;
running test Test_08/13 - random = 485Test_08, 12, -180;-249;0;0;0;0;-213;-156;-166;-2;0;0;0;0;-304;-280;0;-2;0;0;0;0;0;0;-190;-108;-107;0;0;-65;-213;-1;-265;-54;0;0;0;-205;-177;-307;-27;-190;-213;-147;0;-287;-190;0;0;-306;0;-84;-25;0;-47;0;-210;0;0;0;-178;-212;-5;-260;-282;0;0;0;0;0;-191;-306;0;-258;-172;-159;-74;0;-97;-213;
running test Test_08/14 - random = 265Test_08, 13, -431;-14;0;0;-396;-284;-343;-441;-317;0;-295;-386;-315;-461;-328;-363;-41;0;0;0;-388;-76;0;0;0;0;0;-368;-353;0;-433;0;0;-445;-457;-294;-465;0;-302;-469;-324;0;-382;-290;-400;0;-46;0;-440;-455;-464;-372;-4;0;-334;0;-269;-324;0;0;0;0;-402;0;-433;-452;-285;-348;-392;-423;0;0;0;-348;-347;-296;-448;0;-280;-457;
running test Test_08/15 - random = 109Test_08, 14, 0;0;-223;-259;0;0;-215;0;-10;-186;0;-188;-230;0;0;-3;0;0;0;-289;-297;0;0;-228;0;0;0;-381;0;-1;-228;-289;-23;-372;0;0;-261;-328;0;0;0;-283;0;0;0;0;0;0;-322;-319;-323;-243;-82;-307;-5;-346;0;-74;-42;0;0;0;0;0;0;0;0;0;0;0;-46;0;0;-351;-374;-379;-265;-331;0;0;
running test Test_08/16 - random = 988Test_08, 15, -262;-322;-280;-216;0;-284;0;-236;-215;-323;0;0;-150;-270;-207;-248;-240;-327;-305;-274;0;-215;0;-125;-55;-204;0;-228;-183;-221;0;-33;-333;0;-185;-97;0;0;-53;-57;-27;-125;0;-293;0;0;0;0;-336;0;0;-221;0;0;-247;-135;-311;-277;0;0;-312;0;-268;-135;-63;-311;-46;-190;0;0;-262;-239;-232;-289;-226;-276;-256;-239;0;-5;
running test Test_08/17 - random = 370Test_08, 16, -321;0;-510;0;-348;0;-321;-452;0;0;-516;-32;0;-77;0;0;-441;-315;-366;0;-261;-522;-360;-324;-340;-390;-455;-392;0;-354;-391;0;-119;-331;0;-249;-4;-508;-13;0;0;-406;-289;-547;0;0;-345;-299;-48;-428;0;0;-268;-380;0;0;-442;0;-384;0;0;-497;-125;-317;0;0;-388;-453;-434;0;-357;-447;-322;-296;0;0;-412;0;-444;0;
running test Test_08/18 - random = 534Test_08, 17, 0;0;-234;-302;0;0;-256;-301;0;-36;0;0;0;0;0;-250;-325;-116;-281;-248;0;-253;0;-211;-218;-37;0;0;-33;-210;0;-70;0;0;-327;0;-230;-232;0;0;0;-283;-242;-5;-65;-269;0;0;-289;-243;0;0;0;-17;-246;0;-162;-8;0;-268;-5;-324;-23;-243;-252;-271;-321;0;-227;0;-320;-216;-200;-166;0;-227;0;-308;0;0;
running test Test_08/19 - random = 185Test_08, 18, 0;-462;0;0;-386;-386;0;-369;0;-118;-383;-324;-6;0;0;0;0;-7;0;-19;-369;-412;-333;-374;-369;0;0;-5;-200;-367;-114;-351;-302;-365;0;0;0;-330;-301;-342;0;-9;-334;-426;0;-2;0;0;0;-105;-383;-390;-17;0;-4;-126;-338;0;0;-407;-262;0;-40;-310;-174;-119;0;-359;0;-50;-13;-58;-395;-257;0;0;-411;-406;0;0;
running test Test_08/20 - random = 693Test_08, 19, -315;-243;-300;-327;-219;0;-89;-318;-247;-44;0;0;0;-235;-344;-196;-310;0;-305;-6;-221;-213;-197;-284;-175;0;0;0;-335;-276;-302;-289;-312;0;-311;-270;-49;-33;-236;-369;-49;-279;0;0;-211;-330;-23;0;-13;0;-241;-306;0;0;0;0;-282;-206;0;0;-323;-277;-314;-392;-337;-218;-218;-126;-299;-268;-126;-242;-47;-26;-200;-293;-241;-245;-346;-312;
