running test Test_09/1 - random = 864Test_09, 0, 0;0;0;0;-486;0;-569;-467;-456;0;-447;0;0;-215;-117;0;-129;0;0;-446;-118;-187;-569;-73;-609;-564;0;-148;-536;-148;-571;-301;0;0;-26;-500;0;-513;-617;-404;-412;-513;0;0;-503;0;-38;-473;0;0;-414;-197;-383;-566;0;0;0;0;-536;-321;0;-302;-496;-580;-196;-263;0;-134;0;-404;0;0;-248;0;-531;-464;-450;0;-107;0;0;0;-509;-422;-150;0;-375;0;0;-668;0;0;-640;-560;-204;0;-564;0;0;-628;
running test Test_09/2 - random = 137Test_09, 1, 0;0;-481;0;0;-615;-559;-630;0;-277;-516;-239;-602;-431;0;0;-661;-611;-485;0;0;0;-515;-578;-47;-571;-614;-581;-624;0;0;0;-360;-612;-694;-13;0;0;-150;-220;-657;-513;0;0;0;0;-12;0;0;-602;0;-322;0;-512;-94;0;-651;-643;-132;0;0;-426;-54;-251;-24;-542;0;0;-469;-22;-254;-659;0;-200;-509;-77;-380;0;0;-516;-614;0;0;-39;0;0;0;-629;0;-605;-573;0;-473;-526;0;-291;-576;0;0;-537;
running test Test_09/3 - random = 978Test_09, 2, 0;0;0;-529;0;0;0;-577;-211;0;-376;-283;0;0;0;0;-495;0;0;0;0;-7;-400;0;0;-522;-495;-567;0;0;-410;0;0;0;-450;-440;0;0;0;-437;-619;0;-273;-402;-600;-477;-338;-599;0;0;-519;0;-305;-605;-566;-585;0;-437;0;0;-570;-455;-365;-509;-559;-495;0;0;-524;0;-389;-596;-592;0;-469;-551;-29;0;0;-364;0;0;-577;-597;0;0;0;-549;-528;0;-132;-347;0;-662;-611;-650;-507;0;-82;-499;
running test Test_09/4 - random = 243Test_09, 3, -261;0;-735;-649;-542;-649;0;-623;0;0;0;0;0;-617;-658;-215;-670;-681;0;-275;-521;-771;-859;-621;0;-845;-493;-774;-111;-6;-699;0;0;0;-759;-745;0;0;-739;-42;-624;-578;-603;-691;-718;-738;-229;-653;-853;-42;0;0;-582;-508;0;-511;-789;-542;0;0;-539;-590;0;0;-654;-44;-193;-672;0;-886;-329;-772;0;-53;0;-870;0;-68;-795;-726;-781;-720;-538;-692;0;0;-770;0;-850;0;-791;0;-54;0;-850;0;-898;0;-728;-798;
running test Test_09/5 - random = 241Test_09, 4, -642;-430;-526;-509;-508;-389;-1;-96;-458;-591;-497;-609;-318;-581;-598;-270;-492;-409;0;-582;0;-63;0;0;-503;-577;0;-507;-405;-151;-408;-655;-564;-521;-411;-409;-523;-514;-439;-418;-420;-392;-125;0;-393;0;-404;0;0;0;-36;-434;-585;-430;-554;-566;-458;-397;-52;-348;-199;-577;-207;-421;0;0;-186;-351;-459;-455;-62;0;-434;-546;0;-20;-587;-617;-640;-299;-480;-530;-621;-396;-371;0;-583;-502;0;0;-522;-207;-554;-518;-503;-388;-583;-509;-484;-450;
running test Test_09/6 - random = 637Test_09, 5, -459;0;-435;-442;-581;-598;-457;0;-581;-311;-458;-477;0;0;-65;-346;-599;-426;-397;-634;-533;-485;-498;-560;-428;-524;0;-612;-505;-638;-468;-511;-571;-441;-579;-551;-480;-510;-531;-528;-563;-379;-425;-338;0;0;-541;0;-374;-659;-563;-622;-591;-589;0;0;-239;0;-508;0;-456;0;-414;-210;-518;-535;-631;-446;-597;0;-404;-571;0;-573;-520;-418;-522;-587;-417;-583;-234;0;-13;-491;-212;0;0;-484;0;-615;-578;-480;0;0;-386;-501;-408;0;-408;-438;
running test Test_09/7 - random = 812Test_09, 6, 0;-35;-329;-317;0;-367;-314;-414;0;-474;0;0;-407;-265;0;-45;0;0;-404;-365;-347;-105;-273;-331;-488;-451;-411;-291;-430;-337;0;-506;0;-396;-294;-467;-351;-449;-291;0;0;-447;-433;0;-329;0;-361;-364;-411;-450;0;-278;-424;-380;0;-201;-293;-365;-478;-39;0;-280;-111;0;-22;0;-138;-323;-436;-381;-469;0;-161;0;0;-398;0;-412;-448;-400;0;0;0;-23;0;0;-430;-452;-407;-425;-497;0;-407;-281;-438;-388;-333;0;-486;-252;
running test Test_09/8 - random = 331Test_09, 7, 0;0;-386;-356;-61;0;-284;-407;-452;0;-340;-403;-184;-476;0;0;-479;-522;-459;-512;0;-398;-34;-34;-223;-448;-97;-429;-448;-461;-532;-479;-142;-384;-376;0;-331;-490;0;0;0;0;-401;-186;-398;-516;-488;-295;0;-146;-130;-359;-524;-421;0;0;-468;-199;-369;-50;-403;-453;-567;-104;-469;-129;-398;-68;0;-320;-488;-456;-460;-231;0;0;0;-305;0;-379;-291;-162;0;-197;-145;-489;-308;-562;-446;-446;-523;0;-443;-507;-299;-273;-376;-463;-442;0;
running test Test_09/9 - random = 232Test_09, 8, -91;0;-294;0;-217;0;-33;0;0;0;-275;0;0;-16;0;-145;-48;0;0;-28;0;-313;-206;-84;0;0;-230;-94;-80;0;-119;0;0;0;-551;-29;0;-52;0;0;0;0;0;0;0;-51;0;0;-44;0;-35;0;0;-238;-1;0;-87;0;0;0;0;0;0;0;0;0;-85;0;-287;0;0;0;-58;0;0;0;-263;-283;-242;0;0;-147;0;0;0;0;0;0;-167;0;-293;-332;-30;0;-63;0;0;-136;0;0;
running test Test_09/10 - random = 474Test_09, 9, -256;0;0;-297;0;-465;-370;0;-340;-324;0;-299;-405;0;0;0;-410;-425;-400;-394;0;-282;-429;0;-403;0;0;-447;-265;0;-342;-398;-438;-371;0;0;0;-362;0;-413;-136;-363;0;0;-222;-35;0;0;0;-400;-297;-357;-301;-331;0;0;0;-362;-376;-336;-7;-429;0;-440;-361;-466;-453;-339;0;-474;0;0;-249;0;0;0;0;-389;-432;0;0;-361;0;-328;0;0;0;-280;-442;-356;-368;-432;-316;0;0;0;-347;-439;-383;0;
running test Test_09/11 - random = 585Test_09, 10, -469;0;-512;-506;0;0;-464;-372;-433;-317;0;-118;0;-23;0;0;-401;0;-428;-340;0;0;0;0;-428;-357;-8;-490;-392;0;-254;-395;-396;-405;-388;-419;-189;-407;-2;-513;-455;-429;-228;-276;-451;0;-197;-417;-489;-407;0;-467;0;-509;0;0;0;0;0;0;-64;0;-455;-458;0;-447;-74;0;-321;0;0;-536;0;0;0;0;0;0;-186;0;-351;-344;-150;0;0;0;-359;0;-443;-443;0;-488;0;0;0;0;-433;0;-480;0;
running test Test_09/12 - random = 463Test_09, 11, 0;-471;-106;0;-393;0;0;0;-479;-467;0;0;0;-375;-469;-487;0;-505;-485;0;0;-443;0;-660;0;0;0;0;0;-474;-479;0;-128;-381;-82;-577;-587;0;-12;-418;0;-258;0;-512;-309;-541;0;0;-598;0;-691;-655;-119;0;-577;-689;0;0;-663;-63;-9;-557;-419;-688;-410;-654;0;-59;-390;-22;0;0;-660;-388;0;0;-653;-473;0;-643;0;-622;-683;-189;-103;-558;0;0;-6;0;-430;-59;-277;0;-439;0;-544;-523;0;-631;
running test Test_09/13 - random = 485Test_09, 12, -438;0;0;0;-498;-476;-542;-555;0;-578;0;-559;0;-738;-487;-58;-536;0;0;-620;-375;0;-627;-563;-574;0;-575;-423;-519;-528;-389;-463;0;-635;0;-468;-565;-462;-534;-483;0;-414;0;0;0;-481;0;-556;-596;-401;-510;0;-507;-547;-571;-236;-445;-649;-562;-536;-579;-452;0;0;-581;-556;0;0;-656;-642;-551;0;0;-502;0;-581;-40;-431;-447;-530;0;-403;-565;0;-515;-476;0;0;-509;0;-469;-471;-655;0;0;-529;0;-638;-614;0;
running test Test_09/14 - random = 265Test_09, 13, -51;-449;-381;0;-222;0;-389;0;0;-389;-328;0;0;0;0;0;-12;0;-381;-420;0;-581;0;0;0;0;0;-553;-436;0;-327;-453;0;-602;-496;0;-30;0;0;-83;0;-536;0;-123;0;-18;0;0;-598;-27;-14;-170;0;-252;0;0;0;-150;0;0;0;0;-595;0;0;0;0;0;0;0;0;-380;-534;-377;-579;0;0;0;-316;0;0;-227;-374;0;0;-584;0;-54;0;-594;0;-84;0;0;-497;0;-48;-520;0;-448;
running test Test_09/15 - random = 109Test_09, 14, 0;-738;0;-389;-616;0;-586;-550;0;-141;-1;0;-358;0;-10;0;0;-414;0;-636;0;-553;-654;-729;0;0;0;0;0;0;0;0;0;-439;0;0;0;-548;0;-134;-81;0;-515;0;0;0;-500;-607;0;0;-605;0;-353;-638;0;0;0;-530;-643;-703;0;0;0;0;-491;-450;0;0;0;-564;-62;-52;-8;-199;0;-558;-497;-493;-221;-493;-484;-457;-421;-446;-665;-450;-457;0;0;0;-543;-48;0;0;-532;0;0;-24;0;0;
running test Test_09/16 - random = 988Test_09, 15, 0;0;0;0;0;0;-570;-630;0;0;0;0;0;0;-42;-777;-90;0;-617;0;0;-499;-53;-75;0;0;-557;-609;0;-587;-601;-120;-796;-230;0;-712;-507;0;-669;-655;-320;-868;-331;0;0;-278;0;0;-743;-782;0;0;0;-676;0;0;-817;0;0;-421;-864;-436;-610;-198;-57;-660;-245;0;0;-656;-629;-136;-763;-641;-448;-533;-727;0;0;-106;-332;0;-540;0;-543;-777;0;0;0;-695;0;-729;-673;0;0;-742;-579;-700;0;-716;
running test Test_09/17 - random = 370Test_09, 16, -428;-589;0;0;0;0;-598;-390;-260;-495;0;-607;-563;-339;-467;-437;-421;-412;-671;-625;-62;-378;0;0;0;-475;0;0;-456;0;-493;-381;0;0;-373;-439;-399;0;-480;-509;-74;-510;-587;-620;-414;-413;-701;-530;0;-586;-595;-445;0;0;-597;-472;-471;-150;-544;-575;0;0;-563;-469;-397;-541;-596;-661;-424;-475;-485;-625;-509;-435;-583;-596;-458;0;-444;-393;0;-26;0;-612;-589;-407;-58;-576;-441;-384;-398;-451;0;0;-480;-392;0;0;0;0;
running test Test_09/18 - random = 534Test_09, 17, -408;-447;0;0;-50;-387;-511;0;0;0;0;-20;0;0;-116;-454;0;-15;-377;-56;-28;0;0;-289;-65;-23;0;-34;0;0;0;-293;0;-464;-541;0;0;0;0;0;0;-427;0;-380;0;-69;0;0;0;-7;0;0;0;0;0;-356;0;0;-387;0;0;-444;0;-409;0;-314;-494;0;-9;-2;-547;-492;0;0;0;0;-323;-503;0;-332;0;-377;-23;-49;0;-409;0;0;0;0;0;-461;-401;-495;0;-452;-476;0;-307;0;
running test Test_09/19 - random = 185Test_09, 18, -49;-209;0;-47;-391;-247;0;0;-416;0;0;-175;0;-395;-511;0;-135;-1;-74;-31;-377;-224;-541;-377;-432;-351;0;-30;-312;-514;0;-124;0;0;-415;-483;-474;-120;0;-473;0;0;-294;-29;-251;-434;-187;-56;-315;-445;-253;-287;-232;-15;0;-338;0;0;0;-163;-415;-318;-399;-138;0;0;-324;-370;-40;0;0;0;0;0;0;0;0;0;-62;-4;0;0;0;-403;-27;0;0;-134;-196;0;0;0;0;-356;-525;-371;0;-73;-324;0;
running test Test_09/20 - random = 693Test_09, 19, -622;-276;0;-451;0;-433;0;-94;-445;-5;0;0;-374;-501;-374;-186;-589;-540;-433;-582;-570;-526;0;-610;0;-176;-604;-483;-520;0;-433;-69;-276;0;-556;-472;0;-473;0;-436;-484;-49;-368;-421;-472;-334;-20;0;0;-582;-466;-608;-486;-311;-456;0;0;0;-449;-126;-545;-547;-575;0;-276;-454;-246;-461;-437;0;-601;0;0;0;0;-181;-364;-544;-484;-37;-78;-414;0;0;0;-581;0;-12;0;0;0;-436;-401;-521;-33;0;0;-616;-396;-610;
